"los.4w","Freq"
"5.85",1
"5.86180555555556",1
"5.86666666666667",1
"5.87569444444444",1
"5.91111111111111",1
"5.91319444444444",1
"5.92291666666667",1
"5.93194444444444",1
"5.93888888888889",1
"5.94513888888889",1
"5.94652777777778",1
"5.95486111111111",1
"5.95555555555556",1
"5.95833333333333",1
"5.96319444444444",1
"5.99583333333333",1
"6.00208333333333",1
"6.00625",1
"6.01180555555556",1
"6.04097222222222",1
"6.04305555555556",1
"6.05347222222222",1
"6.08472222222222",1
"6.0875",1
"6.09027777777778",1
"6.10208333333333",1
"6.11319444444444",1
"6.12083333333333",1
"6.13125",1
"6.13958333333333",1
"6.15902777777778",1
"6.18611111111111",1
"6.21319444444444",1
"6.25972222222222",1
"6.3",1
"6.37222222222222",1
"6.37430555555556",1
"6.38263888888889",1
"6.47638888888889",1
"6.56388888888889",1
"6.64375",1
"6.69027777777778",1
"6.74513888888889",1
"6.75833333333333",1
"6.78055555555556",1
"6.80208333333333",1
"6.82152777777778",1
"6.82291666666667",1
"6.83958333333333",1
"6.84027777777778",1
"6.84305555555556",1
"6.84375",1
"6.85",1
"6.86111111111111",1
"6.87638888888889",1
"6.88194444444444",1
"6.88263888888889",1
"6.88472222222222",1
"6.88958333333333",1
"6.89097222222222",1
"6.90069444444444",1
"6.91805555555556",1
"6.92569444444444",1
"6.92638888888889",1
"6.94791666666667",1
"6.98194444444444",1
"6.98680555555556",1
"6.98819444444444",1
"6.99375",1
"6.99861111111111",1
"7.01597222222222",1
"7.02777777777778",1
"7.03611111111111",1
"7.04583333333333",1
"7.06597222222222",1
"7.06736111111111",1
"7.07291666666667",1
"7.11111111111111",1
"7.11458333333333",1
"7.11666666666667",1
"7.125",1
"7.1375",1
"7.22152777777778",1
"7.30972222222222",1
"7.60694444444444",1
"7.69652777777778",1
"7.71666666666667",1
"7.73194444444444",1
"7.74166666666667",1
"7.7875",1
"7.79375",1
"7.8",1
"7.80138888888889",1
"7.82291666666667",1
"7.82847222222222",1
"7.84375",1
"7.89236111111111",1
"7.91319444444444",1
"7.91527777777778",1
"7.91597222222222",1
"7.92152777777778",1
"7.92430555555556",1
"7.93055555555556",1
"7.93888888888889",1
"7.94027777777778",1
"7.94722222222222",1
"7.95277777777778",1
"7.95833333333333",2
"7.97083333333333",1
"7.99930555555556",1
"8.00069444444444",1
"8.00138888888889",1
"8.01319444444444",1
"8.02083333333333",1
"8.02569444444444",1
"8.03611111111111",1
"8.12569444444444",1
"8.14444444444444",1
"8.15833333333333",1
"8.225",1
"8.23125",1
"8.35555555555556",1
"8.40416666666667",1
"8.48541666666667",1
"8.65277777777778",1
"8.6625",1
"8.70138888888889",1
"8.74861111111111",1
"8.76319444444444",1
"8.77777777777778",1
"8.79375",1
"8.80347222222222",1
"8.80416666666667",1
"8.81319444444444",1
"8.85555555555556",1
"8.85625",1
"8.87638888888889",2
"8.89305555555556",1
"8.91875",1
"8.95",1
"8.95763888888889",1
"8.975",1
"8.97569444444444",1
"8.99166666666667",1
"8.99305555555556",1
"9.00277777777778",1
"9.00555555555556",1
"9.00694444444444",1
"9.01388888888889",1
"9.01597222222222",1
"9.01736111111111",1
"9.03958333333333",1
"9.09166666666667",1
"9.1",1
"9.10138888888889",1
"9.11875",1
"9.2125",1
"9.22291666666667",1
"9.24444444444444",1
"9.27152777777778",1
"9.27361111111111",1
"9.67361111111111",1
"9.69236111111111",1
"9.74513888888889",1
"9.775",1
"9.78680555555556",1
"9.79722222222222",1
"9.80416666666667",1
"9.80972222222222",1
"9.81041666666667",1
"9.82291666666667",1
"9.83958333333333",1
"9.84444444444444",1
"9.84930555555556",1
"9.85277777777778",1
"9.85486111111111",1
"9.86597222222222",1
"9.87083333333333",1
"9.88194444444444",1
"9.88402777777778",1
"9.89513888888889",1
"9.90208333333333",1
"9.92291666666667",1
"9.93194444444444",1
"9.94027777777778",1
"9.95625",1
"9.9625",1
"9.96458333333333",1
"9.96597222222222",1
"9.96736111111111",1
"9.97430555555556",1
"9.98333333333333",1
"10.0076388888889",1
"10.0180555555556",1
"10.0194444444444",1
"10.0215277777778",1
"10.0486111111111",1
"10.0513888888889",1
"10.0583333333333",1
"10.075",1
"10.1368055555556",1
"10.1756944444444",1
"10.2013888888889",1
"10.2083333333333",1
"10.2097222222222",1
"10.2243055555556",1
"10.2416666666667",1
"10.6041666666667",1
"10.63125",1
"10.7111111111111",1
"10.7284722222222",1
"10.7826388888889",1
"10.8048611111111",1
"10.8076388888889",1
"10.8083333333333",1
"10.8111111111111",1
"10.8138888888889",1
"10.8777777777778",1
"10.9020833333333",1
"10.90625",1
"10.9166666666667",1
"10.9444444444444",1
"10.9541666666667",1
"10.9548611111111",1
"10.9652777777778",1
"10.9680555555556",1
"10.9805555555556",1
"10.9819444444444",1
"10.9875",1
"11.0027777777778",1
"11.0243055555556",1
"11.0347222222222",1
"11.0701388888889",1
"11.0715277777778",1
"11.0763888888889",1
"11.1152777777778",1
"11.1347222222222",1
"11.1770833333333",1
"11.2298611111111",1
"11.25625",1
"11.325",1
"11.3756944444444",1
"11.5041666666667",1
"11.5930555555556",1
"11.5986111111111",1
"11.66875",1
"11.7083333333333",1
"11.7284722222222",1
"11.7666666666667",1
"11.7826388888889",1
"11.7840277777778",1
"11.8131944444444",1
"11.8243055555556",1
"11.8291666666667",1
"11.83125",1
"11.8770833333333",1
"11.9",1
"11.9222222222222",1
"11.9256944444444",1
"11.9368055555556",1
"11.9465277777778",1
"11.9513888888889",1
"11.9555555555556",1
"11.9645833333333",1
"11.9673611111111",1
"11.9756944444444",1
"11.9861111111111",1
"12.0006944444444",1
"12.0076388888889",1
"12.0145833333333",1
"12.0180555555556",1
"12.0201388888889",1
"12.0326388888889",1
"12.0340277777778",1
"12.0451388888889",1
"12.0756944444444",1
"12.1194444444444",1
"12.2861111111111",1
"12.4069444444444",1
"12.6465277777778",1
"12.6618055555556",1
"12.7034722222222",1
"12.7951388888889",1
"12.8041666666667",1
"12.8833333333333",1
"12.8847222222222",1
"12.8861111111111",1
"12.8868055555556",1
"12.8923611111111",1
"12.9131944444444",1
"12.9166666666667",1
"12.9479166666667",2
"12.9493055555556",1
"12.9555555555556",1
"12.9708333333333",1
"13.0201388888889",1
"13.0222222222222",1
"13.0263888888889",1
"13.0270833333333",1
"13.0347222222222",1
"13.05",1
"13.0555555555556",1
"13.0659722222222",1
"13.1048611111111",1
"13.3527777777778",1
"13.4986111111111",1
"13.5118055555556",1
"13.5847222222222",1
"13.5875",1
"13.6854166666667",1
"13.6986111111111",1
"13.7631944444444",1
"13.7666666666667",1
"13.7722222222222",1
"13.7798611111111",1
"13.7826388888889",1
"13.8125",1
"13.8277777777778",1
"13.8451388888889",1
"13.8465277777778",1
"13.8472222222222",1
"13.8541666666667",1
"13.8569444444444",1
"13.8576388888889",1
"13.8590277777778",1
"13.8652777777778",1
"13.8708333333333",1
"13.8833333333333",1
"13.90625",1
"13.9208333333333",1
"13.93125",1
"13.9347222222222",1
"13.9395833333333",1
"13.9472222222222",1
"13.9590277777778",1
"13.9798611111111",1
"14.0006944444444",1
"14.0347222222222",1
"14.0409722222222",1
"14.0479166666667",1
"14.1131944444444",1
"14.1388888888889",1
"14.2055555555556",1
"14.2159722222222",1
"14.5847222222222",1
"14.6319444444444",1
"14.7819444444444",1
"14.7875",1
"14.8055555555556",1
"14.8069444444444",1
"14.8305555555556",1
"14.8506944444444",1
"14.8541666666667",1
"14.8631944444444",1
"14.8881944444444",1
"14.9048611111111",1
"14.9118055555556",1
"14.94375",1
"14.9520833333333",1
"14.9534722222222",1
"14.9729166666667",1
"14.975",1
"14.98125",1
"14.9847222222222",1
"15.0451388888889",1
"15.0645833333333",1
"15.0798611111111",1
"15.1138888888889",1
"15.1395833333333",1
"15.1479166666667",1
"15.1791666666667",1
"15.2055555555556",1
"15.6729166666667",1
"15.7173611111111",1
"15.71875",1
"15.7770833333333",1
"15.8006944444444",1
"15.8131944444444",1
"15.8319444444444",1
"15.8368055555556",1
"15.8569444444444",1
"15.8576388888889",1
"15.8597222222222",1
"15.8840277777778",1
"15.8881944444444",1
"15.9243055555556",1
"15.9291666666667",1
"15.9298611111111",1
"15.9506944444444",1
"16.0652777777778",1
"16.0673611111111",1
"16.1916666666667",1
"16.2381944444444",1
"16.2979166666667",1
"16.3222222222222",1
"16.5986111111111",1
"16.6673611111111",1
"16.6993055555556",1
"16.8736111111111",1
"16.8756944444444",1
"16.8986111111111",1
"16.9402777777778",1
"16.9465277777778",1
"16.9486111111111",1
"16.9520833333333",1
"16.9666666666667",1
"17.0305555555556",1
"17.0430555555556",1
"17.0534722222222",1
"17.0590277777778",1
"17.0895833333333",1
"17.30625",1
"17.5409722222222",1
"17.575",1
"17.7576388888889",1
"17.7625",1
"17.7833333333333",1
"17.7986111111111",1
"17.8256944444444",1
"17.8284722222222",1
"17.8354166666667",1
"17.84375",1
"17.8659722222222",1
"17.8798611111111",1
"17.8895833333333",1
"17.9006944444444",1
"17.9013888888889",1
"17.9125",1
"17.9291666666667",1
"17.9902777777778",1
"18.1006944444444",1
"18.1354166666667",1
"18.1631944444444",1
"18.1722222222222",1
"18.2083333333333",1
"18.3215277777778",1
"18.375",1
"18.4902777777778",1
"18.4944444444444",1
"18.5340277777778",1
"18.7",1
"18.7722222222222",1
"18.7833333333333",1
"18.8284722222222",1
"18.8611111111111",1
"18.8625",1
"18.8666666666667",1
"18.8763888888889",1
"18.8888888888889",1
"18.8972222222222",1
"18.9097222222222",1
"18.9243055555556",1
"18.9347222222222",1
"18.9402777777778",1
"18.9430555555556",1
"18.9944444444444",1
"19.0069444444444",1
"19.0548611111111",1
"19.05625",1
"19.0569444444444",1
"19.0618055555556",1
"19.0854166666667",1
"19.1013888888889",1
"19.1527777777778",1
"19.1847222222222",1
"19.2541666666667",1
"19.3020833333333",1
"19.3138888888889",1
"19.5902777777778",1
"19.64375",1
"19.7590277777778",1
"19.76875",1
"19.7909722222222",1
"19.8381944444444",1
"19.8916666666667",1
"19.9041666666667",1
"19.9138888888889",2
"19.9326388888889",1
"19.9416666666667",1
"19.9472222222222",1
"19.9479166666667",1
"19.9659722222222",1
"19.975",1
"19.9854166666667",1
"20.0222222222222",1
"20.0569444444444",1
"20.0666666666667",1
"20.1041666666667",1
"20.1236111111111",1
"20.1263888888889",1
"20.1833333333333",1
"20.2222222222222",1
"20.3659722222222",1
"20.4763888888889",1
"20.5020833333333",1
"20.5090277777778",1
"20.6319444444444",1
"20.6701388888889",1
"20.6791666666667",1
"20.7541666666667",1
"20.7763888888889",1
"20.7840277777778",1
"20.7875",1
"20.7965277777778",1
"20.8131944444444",1
"20.8680555555556",1
"20.86875",1
"20.8784722222222",1
"20.8923611111111",1
"20.8930555555556",1
"20.9041666666667",1
"20.9118055555556",1
"20.9180555555556",1
"20.9201388888889",1
"20.9305555555556",1
"20.9458333333333",1
"20.9583333333333",1
"20.9597222222222",1
"20.9638888888889",1
"20.9666666666667",1
"20.9729166666667",1
"20.9895833333333",1
"20.9972222222222",1
"21.0020833333333",1
"21.0229166666667",1
"21.0375",1
"21.0611111111111",1
"21.0680555555556",1
"21.1743055555556",1
"21.2340277777778",1
"21.2652777777778",1
"21.4284722222222",1
"21.5631944444444",1
"21.7243055555556",1
"21.7645833333333",1
"21.7770833333333",1
"21.7881944444444",1
"21.7930555555556",1
"21.7944444444444",1
"21.8111111111111",1
"21.8451388888889",1
"21.8722222222222",1
"21.8819444444444",1
"21.8902777777778",1
"21.9069444444444",2
"21.9138888888889",1
"21.9291666666667",1
"21.93125",1
"21.9458333333333",1
"21.9465277777778",1
"21.9625",1
"22.025",1
"22.03125",1
"22.0368055555556",1
"22.0791666666667",1
"22.10625",1
"22.13125",1
"22.1375",1
"22.2958333333333",1
"22.2965277777778",1
"22.4659722222222",1
"22.4729166666667",1
"22.4895833333333",1
"22.6840277777778",1
"22.7451388888889",1
"22.7597222222222",1
"22.7652777777778",1
"22.7777777777778",1
"22.8347222222222",1
"22.8444444444444",1
"22.8458333333333",1
"22.8513888888889",2
"22.8534722222222",1
"22.8625",1
"22.9291666666667",1
"22.9569444444444",1
"22.9583333333333",1
"22.9875",1
"23.0076388888889",1
"23.0138888888889",1
"23.0208333333333",1
"23.0243055555556",1
"23.0479166666667",1
"23.1534722222222",1
"23.2125",1
"23.2354166666667",1
"23.4909722222222",1
"23.5069444444444",1
"23.5180555555556",1
"23.5958333333333",1
"23.6229166666667",1
"23.7381944444444",1
"23.7930555555556",1
"23.8013888888889",1
"23.8041666666667",1
"23.8097222222222",1
"23.8944444444444",1
"23.9291666666667",1
"23.9326388888889",1
"23.9340277777778",1
"23.9430555555556",1
"23.9513888888889",1
"23.9555555555556",1
"23.9583333333333",1
"23.9590277777778",1
"23.9611111111111",1
"23.975",1
"23.9770833333333",1
"23.9895833333333",1
"23.9902777777778",1
"23.9993055555556",1
"24",1
"24.0048611111111",1
"24.0111111111111",2
"24.025",1
"24.0791666666667",2
"24.3506944444444",1
"24.5388888888889",1
"24.5645833333333",1
"24.5895833333333",1
"24.6777777777778",1
"24.6819444444444",1
"24.6944444444444",1
"24.6979166666667",1
"24.71875",1
"24.7826388888889",1
"24.80625",1
"24.8090277777778",1
"24.8173611111111",1
"24.8986111111111",1
"24.9152777777778",1
"24.9236111111111",1
"24.9368055555556",1
"24.9451388888889",1
"24.9541666666667",1
"24.9875",1
"25.1104166666667",1
"25.2972222222222",1
"25.5576388888889",1
"25.8145833333333",1
"25.9104166666667",1
"25.9166666666667",1
"25.9430555555556",1
"25.9555555555556",1
"25.9569444444444",1
"25.9673611111111",1
"25.9777777777778",1
"25.9784722222222",1
"25.9861111111111",1
"26.0118055555556",1
"26.0604166666667",1
"26.1006944444444",1
"26.1465277777778",1
"26.175",1
"26.2236111111111",1
"26.7097222222222",1
"26.7659722222222",1
"26.8222222222222",1
"26.8229166666667",1
"26.8888888888889",1
"26.9243055555556",2
"26.9361111111111",1
"26.9381944444444",1
"26.9451388888889",2
"26.9465277777778",1
"26.9638888888889",1
"26.9868055555556",1
"26.9888888888889",1
"27",1
"27.0708333333333",1
"27.0722222222222",1
"27.1090277777778",1
"27.1444444444444",1
"27.675",1
"27.7534722222222",1
"27.7944444444444",1
"27.8270833333333",1
"27.8388888888889",1
"27.8506944444444",2
"27.8583333333333",1
"27.8652777777778",1
"27.8708333333333",2
"27.8881944444444",1
"27.8993055555556",1
"27.9173611111111",1
"27.9194444444444",1
"27.9291666666667",1
"27.9402777777778",1
"27.9548611111111",1
"27.9555555555556",1
"27.9569444444444",1
"27.9763888888889",1
"28",1
"28.0006944444444",1
"28.0222222222222",1
"28.0305555555556",1
"28.0506944444444",1
"28.0534722222222",1
"28.0909722222222",1
"28.1201388888889",1
"28.1840277777778",1
"28.1951388888889",1
"28.5902777777778",1
"28.7090277777778",1
"28.8493055555556",1
"28.8979166666667",1
"28.9194444444444",1
"28.9229166666667",1
"28.9493055555556",1
"28.9569444444444",1
"28.9673611111111",1
"28.99375",1
"29.0451388888889",1
"29.0659722222222",1
"29.1277777777778",1
"29.1569444444444",1
"29.3472222222222",1
"29.5263888888889",1
"29.7763888888889",1
"29.8027777777778",1
"29.8513888888889",1
"29.8625",1
"29.8854166666667",1
"29.90625",1
"29.9076388888889",1
"29.93125",1
"29.9472222222222",1
"29.9486111111111",1
"29.9506944444444",1
"29.9583333333333",1
"29.9618055555556",1
"29.9826388888889",1
"29.9854166666667",1
"30.0284722222222",1
"30.0638888888889",1
"30.0909722222222",1
"30.0979166666667",1
"30.1277777777778",1
"30.3638888888889",1
"30.575",1
"30.5888888888889",1
"30.6854166666667",1
"30.7965277777778",1
"30.8159722222222",1
"30.8277777777778",1
"30.86875",1
"30.8736111111111",1
"30.8951388888889",1
"30.8986111111111",1
"30.9055555555556",1
"30.9298611111111",1
"31.0680555555556",1
"31.0881944444444",1
"31.20625",1
"31.7631944444444",1
"31.7861111111111",1
"31.9222222222222",1
"31.9256944444444",1
"31.9506944444444",1
"31.9631944444444",1
"31.9770833333333",1
"32.0138888888889",1
"32.1423611111111",1
"32.39375",1
"32.8381944444444",1
"32.84375",1
"32.8645833333333",1
"32.89375",1
"32.9180555555556",1
"32.9430555555556",1
"32.9777777777778",1
"32.9972222222222",1
"33.01875",1
"33.0381944444444",1
"33.0486111111111",1
"33.0618055555556",1
"33.0625",1
"33.1222222222222",1
"33.2111111111111",1
"33.2805555555556",1
"33.4486111111111",1
"33.4965277777778",1
"33.6465277777778",1
"33.68125",1
"33.7298611111111",1
"33.8645833333333",1
"33.9027777777778",1
"33.9048611111111",1
"33.9291666666667",1
"33.9298611111111",1
"33.9805555555556",1
"34.0097222222222",1
"34.0138888888889",1
"34.0458333333333",1
"34.0770833333333",1
"34.5451388888889",1
"34.6493055555556",1
"34.7222222222222",1
"34.8340277777778",1
"34.8604166666667",1
"34.9076388888889",1
"34.9131944444444",1
"34.9298611111111",1
"34.9430555555556",1
"34.9458333333333",1
"34.95",1
"34.9618055555556",1
"34.9625",1
"34.9673611111111",1
"34.96875",1
"34.9819444444444",1
"35.0131944444444",1
"35.0173611111111",1
"35.0277777777778",1
"35.03125",1
"35.5173611111111",1
"35.7666666666667",1
"35.8763888888889",1
"35.8979166666667",1
"35.9111111111111",1
"35.925",1
"35.9423611111111",1
"36.0319444444444",1
"36.0395833333333",2
"36.6256944444444",1
"36.8041666666667",1
"36.8152777777778",1
"36.8215277777778",1
"36.8298611111111",1
"36.8618055555556",1
"36.8805555555556",1
"36.8826388888889",1
"36.8909722222222",1
"36.9173611111111",1
"36.9430555555556",1
"36.9854166666667",1
"37.0097222222222",1
"37.1965277777778",1
"37.3680555555556",1
"37.7756944444444",1
"37.8923611111111",1
"37.9048611111111",1
"37.9597222222222",1
"38.0048611111111",1
"38.4756944444444",1
"38.6833333333333",1
"38.70625",1
"38.73125",1
"38.76875",1
"38.8020833333333",1
"38.8729166666667",1
"38.9027777777778",1
"38.9180555555556",1
"38.9576388888889",1
"38.9770833333333",1
"38.9930555555556",1
"39.0048611111111",1
"39.0055555555556",1
"39.0138888888889",1
"39.1055555555556",1
"39.1173611111111",1
"39.6916666666667",1
"39.7381944444444",1
"39.7416666666667",1
"39.7527777777778",1
"39.8097222222222",1
"39.8111111111111",1
"39.8263888888889",1
"39.8381944444444",1
"39.8409722222222",1
"39.84375",1
"39.9388888888889",1
"39.9465277777778",1
"39.9611111111111",1
"39.9951388888889",1
"40.0166666666667",1
"40.0201388888889",1
"40.0409722222222",1
"40.1125",1
"40.1444444444444",1
"40.1881944444444",1
"40.49375",1
"40.6736111111111",1
"40.7590277777778",1
"40.8777777777778",1
"40.9604166666667",1
"41.0006944444444",1
"41.0381944444444",1
"41.0597222222222",1
"41.0895833333333",1
"41.2006944444444",1
"41.2604166666667",1
"41.5013888888889",1
"41.5541666666667",1
"41.7034722222222",1
"41.7902777777778",1
"41.7965277777778",1
"41.8090277777778",1
"41.8284722222222",1
"41.9152777777778",1
"41.9215277777778",1
"41.9569444444444",1
"41.9583333333333",1
"41.9611111111111",1
"42.1395833333333",1
"42.5916666666667",1
"42.6888888888889",1
"42.6944444444444",1
"42.7583333333333",1
"42.8256944444444",1
"42.8291666666667",1
"42.8541666666667",1
"42.8631944444444",1
"42.88125",1
"42.8923611111111",1
"42.9347222222222",1
"42.9576388888889",1
"43.1701388888889",1
"43.1708333333333",1
"43.6465277777778",1
"43.7861111111111",1
"43.9041666666667",1
"43.9569444444444",1
"43.9708333333333",1
"43.9798611111111",1
"44.1701388888889",1
"44.1798611111111",1
"44.3375",1
"44.4666666666667",1
"44.5236111111111",1
"44.8291666666667",1
"44.8416666666667",1
"44.8555555555556",1
"44.8881944444444",1
"44.9270833333333",1
"44.99375",1
"45.0222222222222",1
"45.1263888888889",1
"45.13125",1
"45.1666666666667",1
"45.6243055555556",1
"45.9618055555556",1
"46.1402777777778",1
"46.1576388888889",1
"46.6131944444444",1
"46.7479166666667",1
"46.8555555555556",1
"46.9458333333333",1
"46.95625",1
"46.9638888888889",1
"47.20625",1
"47.71875",1
"47.7319444444444",1
"47.7451388888889",1
"47.7826388888889",1
"47.7868055555556",1
"47.8083333333333",1
"47.8180555555556",1
"47.8298611111111",1
"47.9472222222222",1
"48.0090277777778",1
"48.0493055555556",1
"48.4833333333333",1
"48.7868055555556",1
"48.9631944444444",1
"48.9715277777778",1
"49.0159722222222",1
"49.1430555555556",1
"49.28125",1
"49.75625",1
"49.7652777777778",1
"49.7909722222222",1
"49.8104166666667",1
"49.8131944444444",1
"49.8326388888889",1
"49.9409722222222",1
"49.9819444444444",1
"50.0277777777778",1
"50.6770833333333",1
"50.7298611111111",1
"50.7590277777778",1
"50.90625",1
"50.9069444444444",1
"50.9208333333333",1
"51.1979166666667",1
"51.3034722222222",1
"51.5173611111111",1
"51.7652777777778",1
"51.8784722222222",1
"51.8833333333333",1
"51.9166666666667",1
"52.0125",1
"52.8104166666667",1
"52.8388888888889",1
"52.8604166666667",1
"52.9104166666667",1
"52.9180555555556",1
"52.9604166666667",1
"52.9854166666667",1
"52.9979166666667",1
"53.0159722222222",1
"53.0743055555556",1
"53.7027777777778",1
"53.7465277777778",1
"53.7826388888889",1
"53.8576388888889",1
"53.9305555555556",1
"53.9604166666667",1
"53.9868055555556",1
"54.7298611111111",1
"54.8125",1
"54.8375",1
"54.8673611111111",1
"54.875",1
"54.8944444444444",1
"54.9159722222222",1
"54.9708333333333",1
"55.1451388888889",1
"55.5180555555556",1
"55.7034722222222",1
"55.7048611111111",1
"55.7847222222222",1
"55.8381944444444",1
"55.9145833333333",1
"56.0138888888889",1
"56.0173611111111",1
"56.0520833333333",1
"56.6888888888889",1
"56.78125",1
"56.8930555555556",1
"57.0604166666667",1
"58.0152777777778",1
